datetime,A_Leq,A_L10,A_L95,C_Leq,C_L10,C_L95,source_file,noise_class
2013-01-30 14:10:00,66.4,70.63,59.95,74.95,81.25,64.24,DCC-NOISE-001014-2013-01-30T00-00-00.txt,1
2013-04-14 18:20:00,63.51,66.79,58.25,73.12,79.47,62.52,DCC-NOISE-001003-2013-04-14T00-00-00.txt,1
2013-07-13 09:10:00,51.45,56.0,42.55,55.99,60.12,49.02,DCC-NOISE-001003-2013-07-13T00-00-00.txt,0
2013-01-28 10:50:00,63.7,67.38,58.13,73.9,81.69,61.83,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-12-27 18:52:00,63.97,66.53,59.61,71.7,77.88,62.46,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-04-05 16:45:00,61.57,64.46,58.01,62.34,64.81,59.02,DCC-NOISE-001003-2013-04-05T00-00-00.txt,0
2013-04-26 09:50:00,72.66,74.79,69.91,71.97,74.13,69.11,DCC-NOISE-001003-2013-04-26T00-00-00.txt,1
2013-01-28 08:55:00,60.52,62.73,57.55,69.11,74.01,62.42,DCC-NOISE-001014-2013-01-28T00-00-00.txt,0
2013-01-18 02:16:00,67.08,75.92,45.99,72.75,81.24,52.82,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-02-07 15:15:00,63.14,65.68,59.47,66.61,69.54,62.36,DCC-NOISE-001014-2013-02-07T00-00-00.txt,1
2013-01-25 19:40:00,62.78,65.5,58.75,65.35,67.61,61.43,DCC-NOISE-001014-2013-01-25T00-00-00.txt,0
2013-10-11 08:26:00,55.9,60.07,49.87,60.05,63.13,55.78,DCC-NOISE-001003-2013-10-11T00-00-00.txt,0
2013-04-16 11:45:00,68.37,74.04,60.02,79.05,85.82,65.57,DCC-NOISE-001003-2013-04-16T00-00-00.txt,1
2013-08-18 11:50:00,74.64,83.41,53.53,78.5,86.66,58.47,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-06-26 12:35:00,54.73,58.35,48.91,60.23,64.07,54.18,DCC-NOISE-001003-2013-06-26T00-00-00.txt,0
2013-08-18 15:15:00,85.28,90.74,66.06,89.09,93.44,74.1,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-05-24 08:35:00,58.81,60.7,55.64,62.4,64.96,59.21,DCC-NOISE-001003-2013-05-24T00-00-00.txt,0
2013-12-26 23:15:00,63.72,67.33,54.83,72.11,77.6,60.61,DCC-NOISE-001003-2013-12-26T00-00-00.txt,1
2013-04-29 13:45:00,72.09,74.09,68.72,71.69,73.63,68.66,DCC-NOISE-001003-2013-04-29T00-00-00.txt,1
2013-03-26 15:10:00,65.49,66.76,63.49,65.75,67.47,63.42,DCC-NOISE-001003-2013-03-26T00-00-00.txt,1
2013-04-18 15:40:00,63.73,67.5,57.17,73.51,78.78,62.09,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-08-15 07:50:00,69.08,73.32,56.16,72.08,74.9,65.48,DCC-NOISE-001003-2013-08-15T00-00-00.txt,1
2013-12-22 18:15:00,61.19,63.75,58.03,63.45,65.6,59.91,DCC-NOISE-001003-2013-12-22T00-00-00.txt,0
2013-12-12 21:35:00,56.43,59.38,49.32,59.63,63.08,53.27,DCC-NOISE-001003-2013-12-12T00-00-00.txt,0
2013-04-23 10:55:00,74.07,80.14,64.66,79.5,85.02,70.86,DCC-NOISE-001003-2013-04-23T00-00-00.txt,1
2013-01-18 11:26:00,63.07,65.87,55.1,65.97,67.78,58.17,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-07-25 09:20:00,55.27,58.88,48.97,59.48,62.69,53.87,DCC-NOISE-001003-2013-07-25T00-00-00.txt,0
2013-07-18 10:05:00,53.63,57.6,47.43,59.35,62.55,53.31,DCC-NOISE-001003-2013-07-18T00-00-00.txt,0
2013-05-09 19:35:00,61.36,63.68,56.93,65.21,68.83,59.98,DCC-NOISE-001003-2013-05-09T00-00-00.txt,0
2013-07-01 17:25:00,61.15,66.89,53.86,63.52,68.92,56.24,DCC-NOISE-001003-2013-07-01T00-00-00.txt,0
2013-06-27 01:00:00,50.77,57.31,37.26,53.26,59.22,42.24,DCC-NOISE-001003-2013-06-27T00-00-00.txt,0
2013-02-05 16:45:00,60.75,62.49,57.99,64.96,67.28,61.55,DCC-NOISE-001014-2013-02-05T00-00-00.txt,0
2013-01-30 01:35:00,50.48,55.04,45.74,60.17,66.48,50.25,DCC-NOISE-001014-2013-01-30T00-00-00.txt,0
2013-05-15 02:20:00,49.96,55.83,44.1,52.77,57.41,47.71,DCC-NOISE-001003-2013-05-15T00-00-00.txt,0
2013-12-05 11:22:00,64.04,66.41,59.29,71.18,76.91,63.74,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-08-17 15:30:00,63.18,66.19,59.0,67.74,71.83,61.83,DCC-NOISE-001003-2013-08-17T00-00-00.txt,1
2013-04-28 14:50:00,72.3,74.12,69.46,71.57,73.5,68.65,DCC-NOISE-001003-2013-04-28T00-00-00.txt,1
2013-05-13 09:50:00,63.89,67.33,58.58,69.83,73.37,63.66,DCC-NOISE-001003-2013-05-13T00-00-00.txt,1
2013-12-20 18:40:00,65.4,68.91,60.07,73.71,79.39,64.58,DCC-NOISE-001003-2013-12-20T00-00-00.txt,1
2013-11-06 08:37:00,63.15,64.77,55.46,65.39,67.21,60.04,DCC-NOISE-001003-2013-11-06T00-00-00.txt,1
2013-12-06 13:56:00,61.44,63.74,57.78,64.01,66.4,61.17,DCC-NOISE-001003-2013-12-06T00-00-00.txt,0
2013-12-27 01:07:00,57.25,61.02,51.28,62.88,66.89,55.49,DCC-NOISE-001003-2013-12-27T00-02-00.txt,0
2013-11-19 14:16:00,64.6,67.19,57.57,67.35,69.85,61.96,DCC-NOISE-001003-2013-11-19T00-00-00.txt,1
2013-01-25 22:15:00,60.32,63.45,54.66,64.51,68.75,58.43,DCC-NOISE-001014-2013-01-25T00-00-00.txt,0
2013-01-18 08:51:00,65.17,69.48,58.1,70.98,76.69,62.28,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-09-16 14:25:00,63.27,66.42,57.81,68.78,73.37,60.78,DCC-NOISE-001003-2013-09-16T00-00-00.txt,1
2013-08-18 14:50:00,84.75,88.9,68.91,87.03,90.81,72.49,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-08-23 09:10:00,58.74,63.49,51.92,63.14,66.35,59.1,DCC-NOISE-001003-2013-08-23T00-00-00.txt,0
2013-03-07 15:15:00,63.39,65.85,59.39,64.46,66.91,61.22,DCC-NOISE-001003-2013-03-07T00-00-00.txt,1
2013-03-25 14:30:00,68.88,71.43,65.3,75.49,78.02,72.37,DCC-NOISE-001003-2013-03-25T00-00-00.txt,1
2013-04-13 04:50:00,48.76,55.54,41.91,50.74,56.1,45.44,DCC-NOISE-001003-2013-04-13T00-00-00.txt,0
2013-12-31 13:12:00,65.0,67.78,62.24,70.57,74.99,64.87,DCC-NOISE-001003-2013-12-31T00-02-00.txt,1
2013-04-01 14:05:00,63.34,65.68,59.51,64.05,66.63,60.28,DCC-NOISE-001003-2013-04-01T01-00-00.txt,1
2013-12-25 15:17:00,60.5,63.11,56.12,61.55,63.94,57.65,DCC-NOISE-001003-2013-12-25T00-02-00.txt,0
2013-12-28 14:00:00,67.85,71.99,60.43,72.97,78.8,61.61,DCC-NOISE-001003-2013-12-28T00-00-00.txt,1
2013-04-14 19:05:00,63.39,67.04,57.19,72.93,79.58,61.99,DCC-NOISE-001003-2013-04-14T00-00-00.txt,1
2013-02-15 15:50:00,70.68,73.29,49.86,69.72,72.3,54.36,DCC-NOISE-001014-2013-02-15T00-00-00.txt,1
2013-12-24 09:20:00,61.58,63.68,56.78,67.96,72.5,60.79,DCC-NOISE-001003-2013-12-24T00-00-00.txt,0
2013-11-21 05:26:00,51.97,57.85,45.28,55.32,60.88,48.96,DCC-NOISE-001003-2013-11-21T00-00-00.txt,0
2013-09-06 09:20:00,57.86,60.51,53.74,61.18,63.41,57.53,DCC-NOISE-001003-2013-09-06T00-00-00.txt,0
2013-11-30 11:37:00,60.26,63.04,56.23,62.01,64.18,58.97,DCC-NOISE-001003-2013-11-30T00-00-00.txt,0
2013-03-08 12:20:00,60.19,63.05,54.67,64.42,67.52,59.97,DCC-NOISE-001003-2013-03-08T00-00-00.txt,0
2013-04-18 16:25:00,63.17,67.75,56.96,71.93,79.22,61.53,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-07-16 20:40:00,52.89,56.43,46.01,56.27,59.15,51.41,DCC-NOISE-001003-2013-07-16T00-00-00.txt,0
2013-04-18 00:55:00,66.04,70.77,58.43,74.82,80.76,63.64,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-05-08 10:55:00,60.6,62.87,57.38,64.68,66.75,61.01,DCC-NOISE-001003-2013-05-08T00-00-00.txt,0
2013-03-21 14:40:00,63.81,64.88,59.53,68.44,71.39,63.84,DCC-NOISE-001003-2013-03-21T00-00-00.txt,1
2013-04-11 00:45:00,50.22,56.97,40.28,52.23,58.65,43.92,DCC-NOISE-001003-2013-04-11T00-00-00.txt,0
2013-04-17 10:00:00,59.14,61.68,55.11,64.16,66.01,58.88,DCC-NOISE-001003-2013-04-17T00-00-00.txt,0
2013-04-14 17:15:00,63.14,65.51,58.42,69.56,74.58,61.17,DCC-NOISE-001003-2013-04-14T00-00-00.txt,1
2013-01-08 04:55:00,46.31,49.84,42.28,50.57,54.95,46.58,DCC-NOISE-001003-2013-01-08T00-00-00.txt,0
2013-01-18 07:46:00,63.26,66.89,55.97,67.24,70.9,59.68,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-12-27 13:27:00,63.83,66.49,60.06,69.03,74.31,62.79,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-09-14 15:30:00,54.6,57.72,48.5,58.59,61.45,52.93,DCC-NOISE-001003-2013-09-14T00-00-00.txt,0
2013-10-27 03:16:00,55.96,59.57,49.99,57.78,61.25,51.72,DCC-NOISE-001003-2013-10-27T00-00-00.txt,0
2013-10-10 10:41:00,66.15,73.87,53.88,67.48,74.11,59.43,DCC-NOISE-001003-2013-10-10T00-00-00.txt,1
2013-03-01 15:40:00,63.08,64.64,61.11,65.42,67.15,63.17,DCC-NOISE-001003-2013-03-01T11-05-00.txt,1
2013-02-04 15:00:00,61.29,63.99,57.8,66.99,70.92,61.01,DCC-NOISE-001014-2013-02-04T00-00-00.txt,0
2013-12-03 08:42:00,58.97,61.89,55.11,64.21,67.44,59.04,DCC-NOISE-001003-2013-12-03T00-00-00.txt,0
2013-01-28 13:10:00,65.31,68.67,60.94,76.48,83.07,66.78,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-09-17 04:45:00,50.32,52.93,47.25,54.34,57.5,50.42,DCC-NOISE-001003-2013-09-17T00-00-00.txt,0
2013-11-20 19:36:00,60.42,62.92,55.39,64.55,68.76,58.9,DCC-NOISE-001003-2013-11-20T00-00-00.txt,0
2013-12-23 12:57:00,61.76,64.23,57.56,68.91,73.38,61.99,DCC-NOISE-001003-2013-12-23T00-02-00.txt,0
2013-06-22 11:50:00,59.54,62.01,56.1,62.62,65.52,58.67,DCC-NOISE-001003-2013-06-22T00-00-00.txt,0
2013-03-21 20:00:00,61.65,64.8,56.7,64.68,66.64,59.98,DCC-NOISE-001003-2013-03-21T00-00-00.txt,0
2013-07-17 13:30:00,72.38,79.19,58.21,77.37,83.57,64.34,DCC-NOISE-001003-2013-07-17T00-00-00.txt,1
2013-01-04 17:45:00,57.57,60.81,52.5,59.81,62.33,55.94,DCC-NOISE-001003-2013-01-04T00-00-00.txt,0
2013-09-25 00:50:00,52.33,58.8,37.25,52.97,58.71,40.35,DCC-NOISE-001003-2013-09-25T00-00-00.txt,0
2013-10-07 00:15:00,52.69,58.3,43.53,55.18,60.06,47.45,DCC-NOISE-001003-2013-10-07T00-00-00.txt,0
2013-12-20 18:20:00,63.61,66.16,59.21,70.51,76.45,63.2,DCC-NOISE-001003-2013-12-20T00-00-00.txt,1
2013-07-04 11:35:00,57.48,59.89,54.28,62.11,64.95,57.33,DCC-NOISE-001003-2013-07-04T00-00-00.txt,0
2013-12-17 06:33:00,57.51,62.32,51.43,63.27,69.14,56.24,DCC-NOISE-001003-2013-12-17T00-03-00.txt,0
2013-01-06 01:20:00,55.08,59.79,47.46,56.76,61.14,49.76,DCC-NOISE-001003-2013-01-06T00-00-00.txt,0
2013-05-21 10:35:00,73.73,80.16,62.76,79.36,85.81,69.35,DCC-NOISE-001003-2013-05-21T00-00-00.txt,1
2013-08-26 11:55:00,66.08,70.01,53.24,72.22,76.01,64.58,DCC-NOISE-001003-2013-08-26T00-00-00.txt,1
2013-11-30 13:52:00,59.36,62.72,54.93,62.94,65.78,58.78,DCC-NOISE-001003-2013-11-30T00-00-00.txt,0
2013-03-19 17:25:00,63.22,64.9,55.76,65.63,67.91,58.96,DCC-NOISE-001003-2013-03-19T00-00-00.txt,1
2013-09-11 10:50:00,63.6,68.51,57.67,68.78,73.74,62.06,DCC-NOISE-001003-2013-09-11T00-00-00.txt,1
2013-12-07 15:57:00,58.28,60.96,54.07,61.18,63.43,57.16,DCC-NOISE-001003-2013-12-07T00-02-00.txt,0
2013-07-15 11:05:00,55.59,58.36,50.0,59.93,62.03,54.79,DCC-NOISE-001003-2013-07-15T00-00-00.txt,0
2013-09-15 12:30:00,63.48,65.99,59.15,68.06,72.92,61.11,DCC-NOISE-001003-2013-09-15T00-00-00.txt,1
2013-04-17 18:30:00,64.03,67.57,59.04,73.39,79.13,64.09,DCC-NOISE-001003-2013-04-17T00-00-00.txt,1
2013-10-19 08:02:00,54.71,59.04,49.62,57.99,61.4,52.73,DCC-NOISE-001003-2013-10-19T00-00-00.txt,0
2013-01-02 16:45:00,58.66,61.16,54.65,61.88,64.3,58.39,DCC-NOISE-001003-2013-01-02T00-00-00.txt,0
2013-06-20 06:30:00,63.29,71.3,45.15,62.48,69.64,49.53,DCC-NOISE-001003-2013-06-20T00-00-00.txt,1
2013-10-05 17:57:00,56.99,59.94,51.13,60.2,63.2,54.75,DCC-NOISE-001003-2013-10-05T00-00-00.txt,0
2013-12-03 07:47:00,59.33,62.2,55.39,63.16,65.93,59.0,DCC-NOISE-001003-2013-12-03T00-00-00.txt,0
2013-01-28 11:45:00,64.57,67.92,59.6,76.58,82.96,65.34,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-10-18 15:52:00,63.5,65.13,61.34,64.39,66.28,62.13,DCC-NOISE-001003-2013-10-18T00-00-00.txt,1
2013-04-28 02:35:00,54.83,58.78,47.83,57.29,61.57,50.45,DCC-NOISE-001003-2013-04-28T00-00-00.txt,0
2013-04-09 20:15:00,56.92,60.01,50.04,60.38,62.98,55.31,DCC-NOISE-001003-2013-04-09T00-00-00.txt,0
2013-10-29 11:41:00,59.48,62.01,54.91,63.61,66.98,58.84,DCC-NOISE-001003-2013-10-29T00-00-00.txt,0
2013-06-11 15:15:00,65.17,70.51,58.81,72.42,78.42,65.44,DCC-NOISE-001003-2013-06-11T00-00-00.txt,1
2013-12-10 10:50:00,65.19,64.19,57.52,68.93,71.59,60.45,DCC-NOISE-001003-2013-12-10T00-00-00.txt,1
2013-09-15 23:05:00,55.97,59.68,50.56,59.35,63.15,53.63,DCC-NOISE-001003-2013-09-15T00-00-00.txt,0
2013-11-17 23:37:00,54.79,58.98,48.66,56.66,60.67,50.95,DCC-NOISE-001003-2013-11-17T00-00-00.txt,0
2013-12-20 16:50:00,64.0,65.89,60.38,72.01,77.87,64.32,DCC-NOISE-001003-2013-12-20T00-00-00.txt,1
2013-03-22 13:50:00,64.05,67.14,58.5,66.14,69.59,61.73,DCC-NOISE-001003-2013-03-22T00-00-00.txt,1
2013-06-06 09:15:00,69.81,76.59,50.21,75.92,82.35,55.45,DCC-NOISE-001003-2013-06-06T00-00-00.txt,1
2013-12-05 06:52:00,68.23,75.41,56.78,78.97,86.48,62.27,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-04-03 14:35:00,64.03,67.07,58.81,64.52,66.92,60.16,DCC-NOISE-001003-2013-04-03T00-00-00.txt,1
2013-12-30 12:50:00,63.62,65.29,60.37,64.55,65.96,61.21,DCC-NOISE-001003-2013-12-30T00-00-00.txt,1
2013-06-05 23:30:00,51.54,56.68,42.33,54.26,58.84,45.75,DCC-NOISE-001003-2013-06-05T00-00-00.txt,0
2013-09-15 13:00:00,63.67,66.28,59.87,68.07,72.74,62.74,DCC-NOISE-001003-2013-09-15T00-00-00.txt,1
2013-05-15 05:05:00,66.61,69.13,48.86,65.69,67.78,52.09,DCC-NOISE-001003-2013-05-15T00-00-00.txt,1
2013-02-09 06:25:00,53.25,57.73,47.75,55.55,59.02,52.1,DCC-NOISE-001014-2013-02-09T00-00-00.txt,0
2013-07-18 05:35:00,52.66,57.42,46.52,55.1,59.08,50.26,DCC-NOISE-001003-2013-07-18T00-00-00.txt,0
2013-10-29 13:21:00,66.77,74.31,56.41,67.76,74.22,60.19,DCC-NOISE-001003-2013-10-29T00-00-00.txt,1
2013-06-08 23:35:00,52.56,57.91,42.68,55.71,60.87,47.01,DCC-NOISE-001003-2013-06-08T00-00-00.txt,0
2013-01-01 03:55:00,56.69,60.13,50.18,58.23,61.54,52.85,DCC-NOISE-001003-2013-01-01T00-00-00.txt,0
2013-08-02 16:50:00,63.67,66.72,55.72,64.17,66.64,57.93,DCC-NOISE-001003-2013-08-02T00-00-00.txt,1
2013-03-20 14:30:00,63.83,64.55,62.76,67.25,67.93,66.4,DCC-NOISE-001003-2013-03-20T00-00-00.txt,1
2013-12-26 20:55:00,65.7,69.89,57.65,74.07,78.98,63.84,DCC-NOISE-001003-2013-12-26T00-00-00.txt,1
2013-04-18 14:25:00,64.11,68.44,59.62,70.12,75.55,63.42,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-02-14 04:35:00,49.73,55.7,45.4,53.23,57.79,49.59,DCC-NOISE-001014-2013-02-14T00-00-00.txt,0
2013-01-30 12:05:00,62.59,64.48,58.92,69.9,73.58,63.25,DCC-NOISE-001014-2013-01-30T00-00-00.txt,0
2013-01-28 12:00:00,64.41,68.47,59.09,76.44,82.66,65.21,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-12-17 15:28:00,59.18,62.37,53.96,63.54,66.7,59.02,DCC-NOISE-001003-2013-12-17T00-03-00.txt,0
2013-06-13 18:50:00,58.81,60.85,55.56,61.15,63.14,57.23,DCC-NOISE-001003-2013-06-13T00-00-00.txt,0
2013-06-20 09:30:00,68.3,77.42,49.76,73.94,83.0,55.83,DCC-NOISE-001003-2013-06-20T00-00-00.txt,1
2013-05-20 17:55:00,63.2,62.39,53.71,64.86,66.46,57.17,DCC-NOISE-001003-2013-05-20T00-00-00.txt,1
2013-12-21 13:13:00,64.41,65.51,62.41,65.98,68.14,63.03,DCC-NOISE-001003-2013-12-21T00-03-00.txt,1
2013-03-27 10:05:00,60.45,64.46,54.21,62.7,65.95,57.32,DCC-NOISE-001003-2013-03-27T00-00-00.txt,0
2013-06-17 22:10:00,66.27,72.34,51.47,65.45,70.98,55.32,DCC-NOISE-001003-2013-06-17T00-00-00.txt,1
2013-07-01 16:05:00,61.8,62.66,51.8,64.49,68.06,56.1,DCC-NOISE-001003-2013-07-01T00-00-00.txt,0
2013-04-03 16:05:00,65.7,68.15,61.56,65.67,67.84,61.67,DCC-NOISE-001003-2013-04-03T00-00-00.txt,1
2013-10-16 09:37:00,60.54,63.99,55.53,63.77,67.23,58.81,DCC-NOISE-001003-2013-10-16T00-00-00.txt,0
2013-08-18 16:20:00,80.24,87.49,65.91,82.42,89.9,67.64,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-05-04 08:55:00,61.11,65.86,53.67,65.85,71.61,57.45,DCC-NOISE-001003-2013-05-04T00-00-00.txt,0
2013-02-24 18:55:00,57.58,61.53,49.68,60.13,63.55,54.07,DCC-NOISE-001003-2013-02-24T00-00-00.txt,0
2013-07-21 00:15:00,50.39,55.06,40.0,53.07,57.23,44.75,DCC-NOISE-001003-2013-07-21T00-00-00.txt,0
2013-12-06 09:46:00,60.37,62.71,57.11,63.41,65.8,60.37,DCC-NOISE-001003-2013-12-06T00-00-00.txt,0
2013-03-22 08:05:00,61.31,64.7,56.18,64.24,67.38,59.98,DCC-NOISE-001003-2013-03-22T00-00-00.txt,0
2013-12-10 14:55:00,60.47,62.68,56.15,63.97,66.1,60.04,DCC-NOISE-001003-2013-12-10T00-00-00.txt,0
2013-11-20 18:41:00,60.21,62.73,56.15,64.54,67.03,60.7,DCC-NOISE-001003-2013-11-20T00-00-00.txt,0
2013-03-30 13:15:00,63.39,66.54,57.88,64.22,67.29,59.89,DCC-NOISE-001003-2013-03-30T00-00-00.txt,1
2013-08-18 14:20:00,64.14,67.47,59.35,65.78,68.52,62.33,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-07-22 02:30:00,42.56,48.2,36.83,46.25,50.83,42.05,DCC-NOISE-001003-2013-07-22T00-00-00.txt,0
2013-10-01 08:07:00,62.45,66.25,55.86,63.76,66.83,58.59,DCC-NOISE-001003-2013-10-01T00-00-00.txt,0
2013-11-10 16:36:00,56.95,60.5,49.15,60.97,63.77,54.68,DCC-NOISE-001003-2013-11-10T00-00-00.txt,0
2013-03-15 08:05:00,60.32,63.37,56.38,64.02,67.28,59.69,DCC-NOISE-001003-2013-03-15T00-00-00.txt,0
2013-03-06 16:50:00,60.72,64.43,53.62,63.23,66.7,57.61,DCC-NOISE-001003-2013-03-06T00-00-00.txt,0
2013-06-29 00:05:00,52.53,56.67,46.16,54.82,58.23,49.64,DCC-NOISE-001003-2013-06-29T00-00-00.txt,0
2013-02-11 18:30:00,61.66,61.51,50.8,63.29,64.99,53.58,DCC-NOISE-001014-2013-02-11T00-00-00.txt,0
2013-12-30 14:20:00,63.63,65.32,60.69,64.78,66.65,61.64,DCC-NOISE-001003-2013-12-30T00-00-00.txt,1
2013-02-13 08:50:00,60.91,64.46,55.21,63.83,66.74,59.18,DCC-NOISE-001014-2013-02-13T00-00-00.txt,0
2013-12-14 05:15:00,52.87,55.86,47.2,61.28,66.04,52.61,DCC-NOISE-001003-2013-12-14T00-00-00.txt,0
2013-11-04 03:02:00,49.74,55.13,43.06,52.2,57.39,46.55,DCC-NOISE-001003-2013-11-04T00-00-00.txt,0
2013-12-20 15:00:00,64.53,66.04,61.48,71.4,77.16,63.19,DCC-NOISE-001003-2013-12-20T00-00-00.txt,1
2013-04-18 16:20:00,65.28,70.43,57.49,75.27,82.56,63.22,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-01-29 14:10:00,63.93,66.38,57.14,70.5,75.99,62.27,DCC-NOISE-001014-2013-01-29T00-00-00.txt,1
2013-12-27 05:57:00,69.34,72.48,61.29,78.22,83.17,66.43,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-12-05 11:32:00,63.91,67.06,59.81,71.08,76.53,63.27,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-04-18 12:55:00,68.08,74.71,59.85,78.99,86.78,66.61,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-03-26 07:35:00,61.21,63.87,56.1,62.03,64.39,57.97,DCC-NOISE-001003-2013-03-26T00-00-00.txt,0
2013-05-16 15:05:00,60.53,62.56,56.97,62.45,64.45,59.08,DCC-NOISE-001003-2013-05-16T00-00-00.txt,0
2013-11-18 16:32:00,64.6,63.82,55.99,67.07,68.62,59.96,DCC-NOISE-001003-2013-11-18T00-00-00.txt,1
2013-12-05 10:37:00,66.4,71.1,57.88,76.69,83.04,62.7,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-12-20 17:05:00,62.22,65.6,58.49,69.73,74.81,63.61,DCC-NOISE-001003-2013-12-20T00-00-00.txt,0
2013-03-14 11:15:00,67.06,74.69,55.3,72.4,79.03,61.85,DCC-NOISE-001003-2013-03-14T00-00-00.txt,1
2013-04-29 09:45:00,60.52,62.83,55.27,66.84,70.92,59.75,DCC-NOISE-001003-2013-04-29T00-00-00.txt,0
2013-04-18 17:15:00,63.09,65.8,58.8,71.62,77.1,63.3,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-05-04 22:10:00,58.59,62.84,53.46,61.92,67.13,56.71,DCC-NOISE-001003-2013-05-04T00-00-00.txt,0
2013-12-27 09:52:00,63.49,65.74,59.69,70.38,74.49,62.68,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-10-04 11:22:00,65.35,67.43,62.37,72.88,74.86,69.56,DCC-NOISE-001003-2013-10-04T00-00-00.txt,1
2013-11-29 12:51:00,60.26,62.55,56.46,62.98,64.88,60.04,DCC-NOISE-001003-2013-11-29T00-00-00.txt,0
2013-12-27 12:27:00,63.12,64.61,59.66,66.89,69.61,61.0,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-08-18 17:35:00,76.25,87.94,54.35,78.93,90.14,58.47,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-05-13 09:30:00,68.88,72.95,58.91,74.37,78.82,64.28,DCC-NOISE-001003-2013-05-13T00-00-00.txt,1
2013-12-27 10:02:00,63.97,65.68,60.19,71.86,76.93,63.02,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-02-01 10:30:00,60.45,62.59,57.72,66.13,69.66,61.97,DCC-NOISE-001014-2013-02-01T00-00-00.txt,0
2013-01-08 12:25:00,70.26,74.6,54.48,69.55,73.23,57.92,DCC-NOISE-001003-2013-01-08T00-00-00.txt,1
2013-11-21 16:21:00,56.92,59.51,53.38,60.84,63.67,57.57,DCC-NOISE-001003-2013-11-21T00-00-00.txt,0
2013-05-27 08:40:00,61.14,64.05,57.1,64.35,67.82,60.27,DCC-NOISE-001003-2013-05-27T00-00-00.txt,0
2013-08-20 23:30:00,52.66,56.4,47.1,55.74,59.06,51.22,DCC-NOISE-001003-2013-08-20T00-55-00.txt,0
2013-01-18 03:56:00,69.5,78.24,47.22,74.8,83.44,54.81,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-12-24 13:20:00,64.42,67.07,60.57,72.45,77.6,65.24,DCC-NOISE-001003-2013-12-24T00-00-00.txt,1
2013-12-24 13:35:00,63.29,65.63,60.52,70.29,75.05,64.62,DCC-NOISE-001003-2013-12-24T00-00-00.txt,1
2013-05-24 09:40:00,60.54,61.01,54.24,63.02,65.12,57.76,DCC-NOISE-001003-2013-05-24T00-00-00.txt,0
2013-10-18 07:17:00,55.4,59.64,49.72,58.34,62.13,53.79,DCC-NOISE-001003-2013-10-18T00-00-00.txt,0
2013-05-28 11:25:00,62.79,67.49,51.03,64.43,68.65,55.24,DCC-NOISE-001003-2013-05-28T00-00-00.txt,0
2013-11-23 18:26:00,61.01,62.92,58.03,62.97,64.85,60.25,DCC-NOISE-001003-2013-11-23T00-00-00.txt,0
2013-07-06 02:45:00,48.17,52.74,43.03,51.17,55.43,47.11,DCC-NOISE-001003-2013-07-06T00-00-00.txt,0
2013-06-08 17:30:00,54.39,57.8,47.99,58.28,61.67,52.42,DCC-NOISE-001003-2013-06-08T00-00-00.txt,0
2013-05-06 13:10:00,70.89,72.76,68.2,69.74,71.61,67.25,DCC-NOISE-001003-2013-05-06T00-00-00.txt,1
2013-04-18 13:30:00,63.6,65.8,56.76,73.11,77.35,62.26,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-12-22 10:20:00,63.45,65.01,60.9,63.53,65.07,61.26,DCC-NOISE-001003-2013-12-22T00-00-00.txt,1
2013-05-03 09:30:00,71.93,73.93,69.15,71.07,72.87,68.61,DCC-NOISE-001003-2013-05-03T00-00-00.txt,1
