datetime,A_Leq,A_L10,A_L95,C_Leq,C_L10,C_L95,source_file,noise_class
2013-05-16 00:05:00,53.02,57.2,46.12,55.69,59.76,50.19,DCC-NOISE-001003-2013-05-16T00-00-00.txt,0
2013-07-12 15:15:00,53.8,57.2,44.67,59.66,62.72,51.98,DCC-NOISE-001003-2013-07-12T00-00-00.txt,0
2013-03-14 15:20:00,59.65,61.8,56.83,63.95,66.6,61.13,DCC-NOISE-001003-2013-03-14T00-00-00.txt,0
2013-01-18 08:21:00,62.28,65.91,56.66,66.53,70.06,61.18,DCC-NOISE-001003-2013-01-18T00-00-00.txt,0
2013-12-21 09:03:00,63.08,64.89,59.33,66.22,69.57,61.88,DCC-NOISE-001003-2013-12-21T00-03-00.txt,1
2013-05-21 10:40:00,74.16,81.3,62.53,79.95,86.71,69.48,DCC-NOISE-001003-2013-05-21T00-00-00.txt,1
2013-08-02 03:50:00,48.25,54.89,40.17,50.86,56.7,44.57,DCC-NOISE-001003-2013-08-02T00-00-00.txt,0
2013-03-29 16:10:00,63.65,65.18,60.4,64.17,65.73,60.61,DCC-NOISE-001003-2013-03-29T00-00-00.txt,1
2013-07-28 16:20:00,64.43,67.56,56.36,64.48,67.12,59.49,DCC-NOISE-001003-2013-07-28T00-00-00.txt,1
2013-03-20 13:40:00,63.28,65.64,59.04,67.18,69.46,63.79,DCC-NOISE-001003-2013-03-20T00-00-00.txt,1
2013-03-11 14:25:00,61.04,63.81,56.82,65.29,69.02,59.66,DCC-NOISE-001003-2013-03-11T00-00-00.txt,0
2013-04-09 12:05:00,64.97,68.28,59.65,72.18,75.13,67.68,DCC-NOISE-001003-2013-04-09T00-00-00.txt,1
2013-04-27 12:05:00,56.18,59.4,50.26,60.46,63.21,55.94,DCC-NOISE-001003-2013-04-27T00-00-00.txt,0
2013-01-28 19:00:00,60.45,62.75,55.83,67.35,70.61,60.91,DCC-NOISE-001014-2013-01-28T00-00-00.txt,0
2013-03-28 11:05:00,66.57,73.29,54.03,66.68,72.05,57.33,DCC-NOISE-001003-2013-03-28T00-00-00.txt,1
2013-03-10 21:40:00,61.71,66.74,52.14,68.3,75.55,56.67,DCC-NOISE-001003-2013-03-10T00-00-00.txt,0
2013-04-09 17:45:00,58.81,62.15,51.9,60.8,64.04,55.45,DCC-NOISE-001003-2013-04-09T00-00-00.txt,0
2013-12-02 01:37:00,49.19,56.64,39.33,50.96,57.64,42.81,DCC-NOISE-001003-2013-12-02T00-00-00.txt,0
2013-04-26 07:45:00,60.41,63.23,56.38,63.1,65.71,60.15,DCC-NOISE-001003-2013-04-26T00-00-00.txt,0
2013-03-20 12:30:00,65.35,68.75,57.51,68.88,71.83,62.43,DCC-NOISE-001003-2013-03-20T00-00-00.txt,1
2013-06-11 09:15:00,63.75,66.89,57.39,70.76,74.81,60.97,DCC-NOISE-001003-2013-06-11T00-00-00.txt,1
2013-08-18 13:15:00,71.5,76.8,60.79,73.63,78.04,65.44,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-05-30 08:45:00,73.75,80.34,62.77,79.49,85.78,69.52,DCC-NOISE-001003-2013-05-30T00-00-00.txt,1
2013-03-22 16:05:00,63.41,65.95,57.97,70.49,75.86,62.54,DCC-NOISE-001003-2013-03-22T00-00-00.txt,1
2013-04-07 10:40:00,63.54,70.11,55.89,69.63,76.51,62.38,DCC-NOISE-001003-2013-04-07T00-00-00.txt,1
2013-12-29 20:32:00,60.46,63.57,54.27,64.27,68.93,57.45,DCC-NOISE-001003-2013-12-29T00-02-00.txt,0
2013-02-04 16:35:00,61.26,63.26,58.03,67.86,72.22,63.11,DCC-NOISE-001014-2013-02-04T00-00-00.txt,0
2013-02-03 17:10:00,60.38,63.12,56.82,65.31,69.47,60.56,DCC-NOISE-001014-2013-02-03T00-00-00.txt,0
2013-03-21 14:05:00,68.3,71.85,63.62,72.46,75.34,68.64,DCC-NOISE-001003-2013-03-21T00-00-00.txt,1
2013-11-20 09:01:00,59.8,61.79,56.64,63.07,64.85,60.24,DCC-NOISE-001003-2013-11-20T00-00-00.txt,0
2013-03-29 10:30:00,65.4,70.72,53.16,65.36,69.58,58.33,DCC-NOISE-001003-2013-03-29T00-00-00.txt,1
2013-11-15 02:07:00,48.54,53.05,43.61,51.58,55.86,47.91,DCC-NOISE-001003-2013-11-15T00-00-00.txt,0
2013-12-17 13:58:00,65.83,66.88,59.3,67.82,72.58,60.67,DCC-NOISE-001003-2013-12-17T00-03-00.txt,1
2013-08-18 12:30:00,69.92,80.83,55.79,75.44,84.24,59.51,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-12-14 14:40:00,64.21,66.22,60.37,70.59,74.93,63.51,DCC-NOISE-001003-2013-12-14T00-00-00.txt,1
2013-04-17 16:55:00,61.79,64.81,56.9,71.7,77.41,61.47,DCC-NOISE-001003-2013-04-17T00-00-00.txt,0
2013-03-26 15:05:00,63.32,65.25,58.99,64.69,67.02,60.51,DCC-NOISE-001003-2013-03-26T00-00-00.txt,1
2013-09-11 11:10:00,63.49,66.99,59.25,68.0,72.05,63.2,DCC-NOISE-001003-2013-09-11T00-00-00.txt,1
2013-01-08 10:35:00,66.26,73.67,55.19,66.78,72.57,59.19,DCC-NOISE-001003-2013-01-08T00-00-00.txt,1
2013-10-30 19:21:00,61.41,65.61,56.25,64.31,68.4,59.46,DCC-NOISE-001003-2013-10-30T00-00-00.txt,0
2013-03-30 19:05:00,69.79,72.33,51.77,68.73,70.97,56.54,DCC-NOISE-001003-2013-03-30T00-00-00.txt,1
2013-03-08 11:55:00,62.21,64.98,57.56,65.27,67.81,61.46,DCC-NOISE-001003-2013-03-08T00-00-00.txt,0
2013-05-13 10:45:00,66.67,71.54,60.76,71.6,76.39,65.94,DCC-NOISE-001003-2013-05-13T00-00-00.txt,1
2013-04-08 21:50:00,54.98,59.23,48.96,58.21,62.06,52.6,DCC-NOISE-001003-2013-04-08T00-00-00.txt,0
2013-12-27 04:57:00,70.01,76.18,60.4,74.89,81.79,64.58,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-11-16 13:37:00,60.37,63.39,55.17,63.34,68.01,58.11,DCC-NOISE-001003-2013-11-16T00-00-00.txt,0
2013-06-01 21:00:00,57.64,61.15,51.76,59.53,62.55,54.46,DCC-NOISE-001003-2013-06-01T00-20-00.txt,0
2013-01-28 12:25:00,64.71,67.55,59.15,75.84,81.6,64.84,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-09-15 12:50:00,65.67,68.95,59.32,69.25,73.11,61.36,DCC-NOISE-001003-2013-09-15T00-00-00.txt,1
2013-03-15 08:15:00,61.2,63.8,57.04,64.41,67.33,60.78,DCC-NOISE-001003-2013-03-15T00-00-00.txt,0
2013-02-24 01:35:00,55.24,60.06,46.38,56.77,61.0,48.55,DCC-NOISE-001003-2013-02-24T00-00-00.txt,0
2013-04-07 09:35:00,71.25,77.97,56.12,71.57,77.55,60.67,DCC-NOISE-001003-2013-04-07T00-00-00.txt,1
2013-11-25 15:36:00,57.52,60.65,53.8,61.41,64.42,57.54,DCC-NOISE-001003-2013-11-25T00-00-00.txt,0
2013-03-07 15:10:00,63.53,65.59,60.36,65.02,67.22,61.7,DCC-NOISE-001003-2013-03-07T00-00-00.txt,1
2013-09-15 15:10:00,60.94,63.8,57.56,64.76,67.32,59.93,DCC-NOISE-001003-2013-09-15T00-00-00.txt,0
2013-04-10 10:20:00,63.67,67.7,55.45,64.55,67.52,58.6,DCC-NOISE-001003-2013-04-10T00-00-00.txt,1
2013-05-13 09:55:00,64.66,67.16,60.92,71.24,74.51,66.7,DCC-NOISE-001003-2013-05-13T00-00-00.txt,1
2013-02-25 18:05:00,57.98,60.64,52.63,61.94,65.25,56.29,DCC-NOISE-001003-2013-02-25T00-00-00.txt,0
2013-10-31 12:46:00,67.4,69.1,64.77,79.73,82.57,75.88,DCC-NOISE-001003-2013-10-31T00-00-00.txt,1
2013-09-19 06:50:00,59.28,63.02,53.55,63.51,68.5,56.61,DCC-NOISE-001003-2013-09-19T00-00-00.txt,0
2013-08-12 07:40:00,66.18,70.71,52.85,70.88,76.1,58.4,DCC-NOISE-001003-2013-08-12T00-00-00.txt,1
2013-09-01 14:05:00,57.5,59.53,54.32,60.93,63.13,57.1,DCC-NOISE-001003-2013-09-01T00-00-00.txt,0
2013-05-08 16:50:00,63.99,65.88,59.85,67.55,70.43,61.88,DCC-NOISE-001003-2013-05-08T00-00-00.txt,1
2013-12-07 10:12:00,60.38,62.56,57.42,62.15,64.52,59.45,DCC-NOISE-001003-2013-12-07T00-02-00.txt,0
2013-05-11 13:40:00,63.69,65.99,59.75,67.84,72.29,62.41,DCC-NOISE-001003-2013-05-11T00-00-00.txt,1
2013-11-29 07:41:00,60.31,63.12,56.29,64.88,68.34,60.68,DCC-NOISE-001003-2013-11-29T00-00-00.txt,0
2013-08-18 16:10:00,80.11,85.58,64.25,81.79,86.92,65.79,DCC-NOISE-001003-2013-08-18T00-00-00.txt,1
2013-05-10 19:50:00,57.83,60.64,53.28,60.97,63.46,56.67,DCC-NOISE-001003-2013-05-10T00-00-00.txt,0
2013-05-09 20:25:00,60.22,62.69,56.65,63.91,66.55,59.6,DCC-NOISE-001003-2013-05-09T00-00-00.txt,0
2013-12-05 11:57:00,65.13,69.73,59.79,72.82,79.96,62.25,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-04-03 17:10:00,59.24,61.52,55.41,62.06,64.46,57.64,DCC-NOISE-001003-2013-04-03T00-00-00.txt,0
2013-10-31 15:06:00,64.9,68.38,60.38,73.78,78.51,67.79,DCC-NOISE-001003-2013-10-31T00-00-00.txt,1
2013-03-22 14:25:00,63.38,66.06,58.21,65.53,68.15,61.04,DCC-NOISE-001003-2013-03-22T00-00-00.txt,1
2013-03-19 10:20:00,60.74,66.3,52.46,63.49,68.19,56.14,DCC-NOISE-001003-2013-03-19T00-00-00.txt,0
2013-11-18 00:55:00,55.3,60.11,46.81,56.52,61.12,48.75,DCC-NOISE-001003-2013-11-18T00-00-00.txt,0
2013-12-27 08:42:00,64.35,68.28,57.37,73.74,80.58,62.58,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-09-30 18:01:00,57.14,59.66,52.7,62.91,66.94,57.09,DCC-NOISE-001003-2013-09-30T00-00-00.txt,0
2013-05-18 04:50:00,63.54,61.75,45.53,63.25,61.35,48.97,DCC-NOISE-001003-2013-05-18T00-00-00.txt,1
2013-02-19 08:55:00,63.48,71.5,55.32,67.37,75.46,59.97,DCC-NOISE-001003-2013-02-19T00-00-00.txt,1
2013-03-09 17:10:00,61.42,63.82,56.52,62.97,65.45,58.41,DCC-NOISE-001003-2013-03-09T00-00-00.txt,0
2013-09-05 02:50:00,42.32,45.22,36.93,45.33,48.36,41.06,DCC-NOISE-001003-2013-09-05T00-00-00.txt,0
2013-08-26 12:15:00,69.26,72.11,60.8,75.22,78.48,67.87,DCC-NOISE-001003-2013-08-26T00-00-00.txt,1
2013-03-20 10:25:00,65.88,68.89,57.25,69.07,72.46,59.85,DCC-NOISE-001003-2013-03-20T00-00-00.txt,1
2013-01-18 11:36:00,63.49,65.85,58.33,66.8,71.11,60.26,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-04-18 01:25:00,65.03,69.17,57.91,73.89,81.29,63.46,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-03-19 11:50:00,66.88,68.52,63.89,69.42,71.46,66.15,DCC-NOISE-001003-2013-03-19T00-00-00.txt,1
2013-03-14 11:35:00,63.38,67.39,57.98,68.89,72.36,64.65,DCC-NOISE-001003-2013-03-14T00-00-00.txt,1
2013-04-27 05:20:00,53.97,58.71,45.83,54.89,59.03,49.1,DCC-NOISE-001003-2013-04-27T00-00-00.txt,0
2013-10-31 14:51:00,64.36,66.35,61.72,72.01,73.67,68.19,DCC-NOISE-001003-2013-10-31T00-00-00.txt,1
2013-10-10 08:26:00,58.54,61.35,55.49,62.14,64.12,59.76,DCC-NOISE-001003-2013-10-10T00-00-00.txt,0
2013-05-20 11:20:00,68.18,71.14,63.87,73.59,77.61,68.21,DCC-NOISE-001003-2013-05-20T00-00-00.txt,1
2013-03-18 10:30:00,60.2,64.85,50.55,60.34,64.41,52.56,DCC-NOISE-001003-2013-03-18T00-00-00.txt,0
2013-12-19 15:03:00,63.76,65.32,60.48,64.96,66.69,62.05,DCC-NOISE-001003-2013-12-19T00-03-00.txt,1
2013-08-02 10:55:00,65.81,70.92,59.64,71.84,77.33,65.63,DCC-NOISE-001003-2013-08-02T00-00-00.txt,1
2013-12-15 15:12:00,65.07,66.38,63.27,65.85,67.45,63.46,DCC-NOISE-001003-2013-12-15T00-02-00.txt,1
2013-06-04 04:55:00,48.77,55.43,40.43,50.99,57.41,43.81,DCC-NOISE-001003-2013-06-04T00-00-00.txt,0
2013-06-19 04:45:00,66.61,73.35,41.54,65.01,71.63,44.71,DCC-NOISE-001003-2013-06-19T00-00-00.txt,1
2013-09-27 17:26:00,57.91,59.81,51.64,61.03,62.49,56.42,DCC-NOISE-001003-2013-09-27T00-00-00.txt,0
2013-04-17 19:40:00,63.43,67.58,56.78,73.9,80.41,61.16,DCC-NOISE-001003-2013-04-17T00-00-00.txt,1
2013-05-23 16:15:00,57.92,60.38,53.23,61.24,63.65,56.69,DCC-NOISE-001003-2013-05-23T00-00-00.txt,0
2013-01-14 08:16:00,60.47,63.08,56.59,64.15,66.88,59.95,DCC-NOISE-001003-2013-01-14T00-00-00.txt,0
2013-01-18 14:11:00,63.47,65.1,58.17,66.7,69.27,60.49,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-05-14 23:40:00,53.41,59.27,44.64,56.81,62.91,47.85,DCC-NOISE-001003-2013-05-14T00-00-00.txt,0
2013-04-17 12:30:00,61.46,64.08,57.2,69.51,74.92,62.19,DCC-NOISE-001003-2013-04-17T00-00-00.txt,0
2013-02-06 10:05:00,59.66,61.69,56.34,63.72,65.73,60.71,DCC-NOISE-001014-2013-02-06T00-00-00.txt,0
2013-12-19 16:43:00,67.06,68.93,64.58,68.43,70.63,65.63,DCC-NOISE-001003-2013-12-19T00-03-00.txt,1
2013-02-04 14:30:00,61.55,63.88,57.5,69.16,73.96,62.14,DCC-NOISE-001014-2013-02-04T00-00-00.txt,0
2013-06-22 02:05:00,52.43,56.93,44.94,54.88,59.45,47.7,DCC-NOISE-001003-2013-06-22T00-00-00.txt,0
2013-01-28 11:00:00,62.49,65.66,57.45,70.97,75.85,63.57,DCC-NOISE-001014-2013-01-28T00-00-00.txt,0
2013-02-03 18:10:00,59.63,62.3,55.98,64.55,68.74,59.54,DCC-NOISE-001014-2013-02-03T00-00-00.txt,0
2013-09-03 11:15:00,71.5,78.48,60.48,77.01,83.77,66.99,DCC-NOISE-001003-2013-09-03T00-00-00.txt,1
2013-12-26 22:15:00,62.66,65.27,58.6,66.47,70.06,60.91,DCC-NOISE-001003-2013-12-26T00-00-00.txt,0
2013-07-02 12:55:00,58.3,60.76,53.29,60.98,62.89,56.45,DCC-NOISE-001003-2013-07-02T00-00-00.txt,0
2013-09-23 01:55:00,50.15,56.03,38.82,51.76,57.15,42.55,DCC-NOISE-001003-2013-09-23T00-00-00.txt,0
2013-03-21 11:45:00,64.1,66.71,59.58,67.68,70.37,63.69,DCC-NOISE-001003-2013-03-21T00-00-00.txt,1
2013-12-14 12:45:00,68.66,72.9,62.31,77.59,84.73,65.34,DCC-NOISE-001003-2013-12-14T00-00-00.txt,1
2013-03-21 16:50:00,64.61,65.29,56.12,66.72,68.28,60.99,DCC-NOISE-001003-2013-03-21T00-00-00.txt,1
2013-08-29 11:05:00,68.29,72.32,63.0,73.75,77.17,68.1,DCC-NOISE-001003-2013-08-29T00-00-00.txt,1
2013-04-01 23:30:00,53.84,59.04,45.07,56.32,61.06,48.2,DCC-NOISE-001003-2013-04-01T01-00-00.txt,0
2013-01-19 14:01:00,60.69,62.98,55.54,62.14,64.57,57.3,DCC-NOISE-001003-2013-01-19T00-00-00.txt,0
2013-04-25 15:30:00,70.89,73.35,58.63,70.16,72.29,63.49,DCC-NOISE-001003-2013-04-25T00-15-00.txt,1
2013-09-20 10:40:00,65.48,71.13,58.66,71.25,77.04,64.5,DCC-NOISE-001003-2013-09-20T00-00-00.txt,1
2013-12-27 14:57:00,65.94,67.95,61.83,72.02,77.45,64.59,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-11-08 18:51:00,62.02,62.92,56.48,64.15,65.21,59.54,DCC-NOISE-001003-2013-11-08T00-00-00.txt,0
2013-03-27 14:40:00,62.08,65.32,56.8,65.05,67.77,59.47,DCC-NOISE-001003-2013-03-27T00-00-00.txt,0
2013-03-12 06:45:00,54.4,58.51,48.68,57.99,61.44,53.36,DCC-NOISE-001003-2013-03-12T00-00-00.txt,0
2013-12-12 02:20:00,48.65,54.54,42.03,59.33,66.97,47.66,DCC-NOISE-001003-2013-12-12T00-00-00.txt,0
2013-05-20 21:20:00,57.04,59.5,53.48,60.46,63.19,56.67,DCC-NOISE-001003-2013-05-20T00-00-00.txt,0
2013-03-26 15:15:00,63.23,65.42,59.57,64.33,66.51,60.75,DCC-NOISE-001003-2013-03-26T00-00-00.txt,1
2013-06-17 22:15:00,68.93,72.63,54.12,67.58,71.12,57.79,DCC-NOISE-001003-2013-06-17T00-00-00.txt,1
2013-04-28 15:40:00,66.67,72.78,55.07,68.37,73.11,58.9,DCC-NOISE-001003-2013-04-28T00-00-00.txt,1
2013-01-18 07:36:00,66.24,71.35,57.41,70.82,77.93,60.59,DCC-NOISE-001003-2013-01-18T00-00-00.txt,1
2013-12-23 17:52:00,61.61,64.91,56.85,69.21,74.64,60.47,DCC-NOISE-001003-2013-12-23T00-02-00.txt,0
2013-04-09 12:15:00,64.69,67.8,61.14,71.62,75.03,67.99,DCC-NOISE-001003-2013-04-09T00-00-00.txt,1
2013-03-20 15:35:00,66.13,71.45,56.62,70.39,76.3,60.77,DCC-NOISE-001003-2013-03-20T00-00-00.txt,1
2013-07-16 18:00:00,54.86,58.26,48.49,59.09,62.3,53.98,DCC-NOISE-001003-2013-07-16T00-00-00.txt,0
2013-09-19 03:45:00,48.67,55.38,39.87,50.46,56.49,44.46,DCC-NOISE-001003-2013-09-19T00-00-00.txt,0
2013-04-18 09:15:00,63.15,67.45,58.03,71.41,78.05,62.89,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-12-27 04:47:00,67.15,73.17,57.88,77.15,84.52,62.92,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-08-06 09:10:00,55.94,59.17,47.81,60.53,64.0,52.1,DCC-NOISE-001003-2013-08-06T00-00-00.txt,0
2013-05-05 14:30:00,70.56,72.87,66.85,69.35,71.55,65.73,DCC-NOISE-001003-2013-05-05T00-00-00.txt,1
2013-12-07 12:17:00,63.37,64.84,60.09,64.84,67.13,61.6,DCC-NOISE-001003-2013-12-07T00-02-00.txt,1
2013-01-28 16:15:00,63.09,65.03,58.8,70.48,74.92,63.69,DCC-NOISE-001014-2013-01-28T00-00-00.txt,1
2013-04-30 20:30:00,57.19,59.95,51.23,60.37,63.3,55.18,DCC-NOISE-001003-2013-04-30T00-00-00.txt,0
2013-08-04 02:30:00,51.94,57.82,43.36,53.91,59.34,46.79,DCC-NOISE-001003-2013-08-04T00-00-00.txt,0
2013-05-09 17:10:00,63.38,65.7,59.48,65.19,67.13,61.9,DCC-NOISE-001003-2013-05-09T00-00-00.txt,1
2013-04-15 09:15:00,67.65,71.47,56.74,69.76,72.8,62.27,DCC-NOISE-001003-2013-04-15T00-00-00.txt,1
2013-04-28 07:00:00,53.77,57.78,45.92,56.29,61.33,48.89,DCC-NOISE-001003-2013-04-28T00-00-00.txt,0
2013-12-27 16:07:00,63.7,66.97,58.38,68.05,73.75,61.66,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-01-27 13:25:00,64.56,66.8,60.26,73.23,77.95,64.28,DCC-NOISE-001014-2013-01-27T00-00-00.txt,1
2013-06-26 23:05:00,52.72,56.65,46.54,56.22,60.18,50.0,DCC-NOISE-001003-2013-06-26T00-00-00.txt,0
2013-12-27 09:22:00,63.33,66.57,57.72,71.75,78.5,62.08,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-12-27 03:32:00,63.96,67.46,57.79,74.21,80.35,63.58,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-10-18 15:57:00,64.18,65.77,61.5,65.27,67.41,61.74,DCC-NOISE-001003-2013-10-18T00-00-00.txt,1
2013-09-16 09:35:00,59.8,62.05,56.49,64.17,66.7,59.89,DCC-NOISE-001003-2013-09-16T00-00-00.txt,0
2013-06-07 02:10:00,47.68,55.57,36.51,50.15,57.35,41.53,DCC-NOISE-001003-2013-06-07T00-00-00.txt,0
2013-02-23 13:50:00,60.19,63.77,54.5,62.74,66.05,58.1,DCC-NOISE-001003-2013-02-23T00-00-00.txt,0
2013-08-16 14:50:00,60.4,63.79,54.55,65.59,68.36,60.28,DCC-NOISE-001003-2013-08-16T00-00-00.txt,0
2013-12-18 16:50:00,68.9,72.13,63.25,74.15,79.22,66.94,DCC-NOISE-001003-2013-12-18T00-00-00.txt,1
2013-08-12 08:35:00,59.46,61.1,57.09,65.58,67.71,61.74,DCC-NOISE-001003-2013-08-12T00-00-00.txt,0
2013-05-04 17:40:00,70.97,72.98,67.99,70.72,72.76,67.58,DCC-NOISE-001003-2013-05-04T00-00-00.txt,1
2013-09-15 11:55:00,63.84,66.68,59.11,69.21,74.67,61.41,DCC-NOISE-001003-2013-09-15T00-00-00.txt,1
2013-04-17 13:05:00,60.35,62.69,56.97,66.4,70.45,61.51,DCC-NOISE-001003-2013-04-17T00-00-00.txt,0
2013-01-29 00:25:00,55.92,60.54,49.56,64.86,71.76,54.64,DCC-NOISE-001014-2013-01-29T00-00-00.txt,0
2013-04-26 09:55:00,73.36,75.58,69.47,72.56,75.16,68.47,DCC-NOISE-001003-2013-04-26T00-00-00.txt,1
2013-09-11 11:05:00,64.84,70.03,58.8,69.33,74.71,63.26,DCC-NOISE-001003-2013-09-11T00-00-00.txt,1
2013-12-23 17:47:00,61.64,64.19,55.76,68.57,74.81,60.49,DCC-NOISE-001003-2013-12-23T00-02-00.txt,0
2013-05-05 16:30:00,70.4,72.13,67.47,69.87,71.58,66.7,DCC-NOISE-001003-2013-05-05T00-00-00.txt,1
2013-11-19 12:11:00,70.13,75.62,57.55,74.51,79.29,62.93,DCC-NOISE-001003-2013-11-19T00-00-00.txt,1
2013-10-31 16:01:00,60.43,62.3,57.86,63.59,65.54,60.64,DCC-NOISE-001003-2013-10-31T00-00-00.txt,0
2013-02-08 18:40:00,60.18,62.43,57.44,64.06,66.05,61.05,DCC-NOISE-001014-2013-02-08T00-00-00.txt,0
2013-04-17 16:30:00,60.53,62.59,56.96,66.71,71.34,61.36,DCC-NOISE-001003-2013-04-17T00-00-00.txt,0
2013-08-15 08:35:00,64.81,68.91,56.53,69.23,72.06,65.09,DCC-NOISE-001003-2013-08-15T00-00-00.txt,1
2013-12-26 21:10:00,64.64,68.95,58.03,73.27,78.84,63.64,DCC-NOISE-001003-2013-12-26T00-00-00.txt,1
2013-08-20 02:45:00,47.23,53.17,40.97,49.71,54.27,45.6,DCC-NOISE-001003-2013-08-20T00-55-00.txt,0
2013-04-16 13:05:00,65.66,71.03,57.54,75.5,82.61,64.08,DCC-NOISE-001003-2013-04-16T00-00-00.txt,1
2013-04-18 13:55:00,67.15,71.54,61.02,77.38,84.02,65.36,DCC-NOISE-001003-2013-04-18T00-00-00.txt,1
2013-03-21 12:20:00,67.35,69.53,62.53,70.72,73.0,66.65,DCC-NOISE-001003-2013-03-21T00-00-00.txt,1
2013-12-14 18:25:00,60.75,62.92,56.49,63.61,65.84,60.19,DCC-NOISE-001003-2013-12-14T00-00-00.txt,0
2013-12-27 02:37:00,63.08,67.45,54.36,72.97,79.38,59.6,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-10-08 09:41:00,56.9,59.14,52.79,62.01,65.1,56.76,DCC-NOISE-001003-2013-10-08T00-00-00.txt,0
2013-09-20 14:45:00,54.96,57.99,49.7,60.05,62.47,54.77,DCC-NOISE-001003-2013-09-20T00-00-00.txt,0
2013-02-05 11:55:00,61.22,64.1,57.52,69.7,76.37,62.54,DCC-NOISE-001014-2013-02-05T00-00-00.txt,0
2013-12-05 11:07:00,68.1,73.77,59.89,78.1,86.14,64.62,DCC-NOISE-001003-2013-12-05T00-00-00.txt,1
2013-05-11 09:20:00,60.97,64.9,55.84,64.89,70.21,58.8,DCC-NOISE-001003-2013-05-11T00-00-00.txt,0
2013-02-26 11:50:00,65.06,67.25,58.59,71.2,73.89,62.17,DCC-NOISE-001003-2013-02-26T00-00-00.txt,1
2013-03-11 14:35:00,60.67,63.31,56.43,65.27,68.69,60.22,DCC-NOISE-001003-2013-03-11T00-00-00.txt,0
2013-03-19 11:45:00,65.44,66.99,63.35,67.42,69.74,64.89,DCC-NOISE-001003-2013-03-19T00-00-00.txt,1
2013-04-05 15:25:00,63.16,66.08,59.5,63.56,66.06,60.36,DCC-NOISE-001003-2013-04-05T00-00-00.txt,1
2013-01-05 09:35:00,65.63,68.18,62.91,70.18,71.27,68.85,DCC-NOISE-001003-2013-01-05T00-00-00.txt,1
2013-02-09 17:50:00,58.78,62.07,51.2,62.22,66.1,55.55,DCC-NOISE-001014-2013-02-09T00-00-00.txt,0
2013-11-03 15:57:00,55.87,60.14,49.39,58.36,62.0,52.72,DCC-NOISE-001003-2013-11-03T00-00-00.txt,0
2013-02-28 09:35:00,57.9,61.09,50.57,62.36,65.61,55.67,DCC-NOISE-001003-2013-02-28T00-00-00.txt,0
2013-01-30 12:30:00,65.77,69.92,59.88,77.17,84.36,65.27,DCC-NOISE-001014-2013-01-30T00-00-00.txt,1
2013-02-27 19:50:00,57.22,60.87,52.14,60.71,63.75,56.24,DCC-NOISE-001003-2013-02-27T00-00-00.txt,0
2013-07-30 19:20:00,60.22,62.4,52.06,63.84,66.0,56.23,DCC-NOISE-001003-2013-07-30T00-00-00.txt,0
2013-05-12 18:25:00,63.09,64.9,58.54,68.71,70.9,61.18,DCC-NOISE-001003-2013-05-12T00-00-00.txt,1
2013-12-27 11:12:00,64.55,66.78,59.15,72.58,78.68,62.3,DCC-NOISE-001003-2013-12-27T00-02-00.txt,1
2013-03-22 12:35:00,64.44,66.47,60.53,65.88,67.81,62.54,DCC-NOISE-001003-2013-03-22T00-00-00.txt,1
2013-12-13 09:32:00,61.34,63.45,57.7,63.31,65.12,60.18,DCC-NOISE-001003-2013-12-13T00-02-00.txt,0
2013-04-14 18:05:00,63.28,66.1,58.98,70.21,76.01,62.47,DCC-NOISE-001003-2013-04-14T00-00-00.txt,1
2013-02-28 13:30:00,61.42,64.57,56.77,63.56,66.94,58.41,DCC-NOISE-001003-2013-02-28T00-00-00.txt,0
2013-05-13 13:50:00,60.41,63.11,57.54,64.62,66.82,61.68,DCC-NOISE-001003-2013-05-13T00-00-00.txt,0
2013-11-02 17:52:00,65.15,66.42,58.4,67.58,70.99,61.16,DCC-NOISE-001003-2013-11-02T00-00-00.txt,1
2013-02-16 14:45:00,63.97,68.7,55.48,64.43,67.95,57.34,DCC-NOISE-001014-2013-02-16T00-00-00.txt,1
2013-11-21 11:21:00,58.1,60.89,54.3,61.86,64.01,58.16,DCC-NOISE-001003-2013-11-21T00-00-00.txt,0
2013-03-17 14:05:00,60.28,63.78,54.73,62.31,65.38,57.52,DCC-NOISE-001003-2013-03-17T00-00-00.txt,0
2013-01-11 03:13:00,49.92,54.45,43.96,53.16,56.28,49.19,DCC-NOISE-001003-2013-01-11T00-00-00.txt,0
